generation,N_shifts,logPrior,logLik,eventRate,acceptRate
26000000,2,16.8121,93.9954,0.665993,0.319959
26100000,5,29.8059,107.45,2.39937,0.30688
26200000,4,21.8947,92.9515,2.82887,0.315927
26300000,6,32.504,103.287,2.98183,0.324165
26400000,3,22.6386,86.4302,1.81211,0.325208
26500000,5,31.1286,102.794,2.61971,0.33783
26600000,3,18.242,105.149,1.59081,0.3133
26700000,3,19.5704,103.591,2.29599,0.313403
26800000,3,14.9131,114.095,3.48553,0.32644
26900000,5,27.5355,105.275,4.77364,0.31929
27000000,2,13.6857,100.711,2.04927,0.322444
27100000,4,25.9707,105.899,2.36764,0.320944
27200000,5,32.5184,100.18,3.9088,0.303715
27300000,7,41.372,95.4909,2.42499,0.321143
27400000,4,24.0684,94.4968,1.8055,0.32422
27500000,3,12.6031,94.6268,5.0565,0.314191
27600000,5,31.2403,91.4844,2.67294,0.3293
27700000,2,17.2076,90.1527,0.401934,0.317302
27800000,7,38.8397,112.904,2.95134,0.312485
27900000,3,14.3905,96.179,2.99726,0.316677
28000000,2,15.2774,98.7127,1.93767,0.319229
28100000,4,22.1748,99.6839,3.62805,0.319592
28200000,4,22.382,90.4497,3.05115,0.318468
28300000,2,17.911,72.4708,0.755081,0.318818
28400000,4,27.6221,104.162,0.810355,0.318801
28500000,2,15.2636,108.326,0.966708,0.318467
28600000,2,12.1448,94.7987,1.97425,0.314232
28700000,5,34.3319,98.6396,1.40005,0.315806
28800000,7,40.9566,93.4102,3.20876,0.318387
28900000,3,15.5711,103.24,2.56395,0.33659
29000000,3,21.0042,95.3618,1.18721,0.312502
29100000,2,16.5473,102.734,0.723151,0.342547
29200000,5,30.2372,110.618,2.35219,0.317473
29300000,2,16.6233,98.2795,0.855047,0.31367
29400000,2,13.7345,94.319,2.93438,0.312781
29500000,2,13.6949,100.831,2.00003,0.315673
29600000,3,19.9833,83.1195,1.76158,0.314878
29700000,5,33.7688,98.4182,3.2997,0.314426
29800000,5,17.9158,95.0229,2.47679,0.317653
29900000,3,18.5585,112.923,1.92565,0.314356
30000000,4,23.2188,91.0234,1.01452,0.314388
30100000,3,19.476,103.265,2.26702,0.31107
30200000,6,38.8418,97.15,2.89036,0.329072
30300000,8,47.8115,112.6,3.0995,0.318249
30400000,2,17.6501,78.1843,0.239831,0.324892
30500000,2,14.0674,101.358,2.17876,0.324432
30600000,2,13.4464,96.0718,0.696057,0.308833
30700000,5,33.2267,107.538,2.01236,0.31313
30800000,2,13.44,100.685,1.72898,0.318927
30900000,5,32.8058,89.7445,2.26822,0.31894
31000000,2,16.3046,91.4054,0.98821,0.318625
31100000,7,42.3764,108.403,5.80231,0.315125
31200000,4,21.2765,85.3585,5.4954,0.314966
31300000,5,25.5812,113.53,3.0878,0.319128
31400000,4,28.3693,95.9566,3.04562,0.314482
31500000,4,29.1632,88.9762,1.1396,0.315698
31600000,2,17.4335,100.773,0.190996,0.33281
31700000,4,25.9975,96.7652,1.34349,0.331245
31800000,4,29.6175,83.3616,0.605555,0.320118
31900000,4,29.2516,118.968,1.2488,0.31609
32000000,4,22.9052,93.0275,1.72865,0.338685
32100000,4,26.82,104.9,1.7381,0.32972
32200000,4,22.8472,88.0514,3.4359,0.318853
32300000,4,25.9789,81.6455,2.68867,0.317026
32400000,6,35.3779,95.3067,4.19048,0.316942
32500000,2,13.223,102.071,3.31477,0.319663
32600000,3,20.5931,81.4979,1.46586,0.318744
32700000,3,23.9936,102.178,0.885472,0.318651
32800000,5,30.5553,114.317,2.44667,0.314486
32900000,6,36.269,92.01,1.90729,0.315053
33000000,2,15.6224,99.35,0.748708,0.310993
33100000,3,21.7637,79.7501,1.94279,0.315985
33200000,2,16.0446,83.6631,1.84204,0.316075
33300000,4,25.3909,79.6357,1.73379,0.317098
33400000,2,15.8444,104.987,1.31469,0.3153
33500000,3,22.6976,90.25,1.65246,0.326995
33600000,2,11.8893,102.767,3.38983,0.322633
33700000,2,14.5428,96.9377,1.60597,0.320749
33800000,3,22.2406,95.2835,0.583453,0.314643
33900000,2,12.4977,108.467,1.18201,0.315486
34000000,3,21.6065,93.9154,1.9456,0.33542
34100000,5,26.5814,101.906,1.98488,0.328605
34200000,9,56.4018,120.177,5.41937,0.313032
34300000,5,36.1024,95.8853,1.70524,0.31416
