generation,N_shifts,logPrior,logLik,eventRate,acceptRate
68800000,4,34.1868,130.208,2.96339,0.388254
68900000,1,15.2202,124.812,0.528991,0.388832
69000000,8,51.4724,138.358,4.0294,0.39675
69100000,5,40.8107,132.668,2.10662,0.38968
69200000,0,4.78407,89.1719,0.267166,0.38318
69300000,3,22.2541,143.221,1.38181,0.38965
69400000,0,7.17776,104.667,0.28928,0.39325
69500000,3,24.3513,118.846,1.58792,0.393552
69600000,3,27.4571,113.185,2.18904,0.389632
69700000,3,20.9552,104.82,2.10054,0.399567
69800000,4,29.5023,128.306,4.16179,0.393618
69900000,4,31.88,126.445,1.75167,0.405304
70000000,3,26.0677,127.537,2.12951,0.40504
70100000,4,18.5783,128.612,4.67192,0.390638
70200000,4,33.8494,137.143,1.78694,0.387267
70300000,6,44.557,135.635,3.84123,0.404842
70400000,7,53.549,140.698,3.07268,0.392448
70500000,3,27.4035,112.131,1.38006,0.393637
70600000,3,23.6275,136.56,3.31153,0.3928
70700000,2,19.9483,143.017,0.599891,0.398208
70800000,2,20.9672,140.632,0.980888,0.395928
70900000,2,19.5963,104.167,1.04244,0.39462
71000000,4,32.2959,125.635,1.8113,0.39503
71100000,5,40.665,146.281,4.11292,0.399673
71200000,1,11.7665,131.801,0.666509,0.400191
71300000,3,24.3116,115.138,2.06201,0.39815
71400000,4,32.2018,121.363,1.60904,0.401167
71500000,2,18.3278,136.017,2.29658,0.397924
71600000,2,22.2867,128.39,0.813903,0.387725
71700000,5,37.545,138.094,4.35819,0.388077
71800000,2,20.6843,118.112,1.38171,0.3922
71900000,2,19.8607,110.942,3.95412,0.38056
72000000,4,32.5579,123.832,3.74305,0.396362
72100000,3,27.63,122.263,3.46593,0.381626
72200000,2,18.5123,118.681,0.712783,0.395633
72300000,4,28.2232,124.389,1.81502,0.394974
72400000,2,21.904,106.074,0.380216,0.40685
72500000,2,12.8194,134.803,1.00023,0.392714
72600000,4,33.0745,124.769,1.62889,0.397597
72700000,3,27.8073,139.394,2.59175,0.389703
72800000,5,43.4724,120.491,2.61811,0.395765
72900000,5,41.54,139.404,1.29957,0.388251
73000000,2,17.4327,143.086,3.64481,0.38681
73100000,2,17.7842,137.88,1.64628,0.396646
73200000,5,39.832,149.556,3.49415,0.38759
73300000,1,13.4902,107.153,0.163469,0.397726
73400000,0,7.32686,105.647,0.778403,0.398195
73500000,3,25.8799,118.266,1.83331,0.397234
73600000,0,7.80911,104.432,0.166496,0.41652
73700000,6,48.0835,128.575,2.27123,0.396807
73800000,8,51.3042,136.014,3.93496,0.401617
73900000,5,35.2539,140.669,2.97741,0.395532
74000000,3,24.8404,145.435,3.53819,0.397401
74100000,3,29.8829,137.967,1.21539,0.394433
74200000,7,54.1937,139.851,2.64225,0.42558
74300000,3,23.312,135.579,1.32979,0.389779
74400000,6,46.7087,123.279,5.1771,0.403723
74500000,2,17.3965,124.154,2.57711,0.389018
74600000,3,28.1612,127.221,1.1512,0.389546
74700000,3,20.5735,147.371,1.04532,0.390648
74800000,3,25.9449,134.339,2.2888,0.409963
74900000,8,55.9432,140.329,5.11283,0.387595
75000000,2,18.9507,131.978,1.30345,0.393612
75100000,4,33.8357,131.042,4.01954,0.402046
75200000,3,26.7443,134.599,1.55013,0.395794
75300000,2,20.1191,138.881,0.619089,0.392342
75400000,2,13.6937,137.113,0.714018,0.403866
75500000,3,24.2627,142.328,2.58741,0.402765
75600000,2,20.1871,130.654,1.88214,0.393256
75700000,2,21.77,119.163,0.746296,0.37244
75800000,6,44.3622,124.684,4.5417,0.396078
75900000,9,62.3888,135.559,4.17463,0.394618
76000000,3,25.3093,127.444,2.80557,0.386697
76100000,4,34.5567,139.074,1.75573,0.400811
76200000,3,28.7827,136.67,0.514147,0.399306
76300000,2,20.1796,147.577,0.902352,0.383885
76400000,1,13.312,108.022,1.17167,0.386445
76500000,2,20.9079,128.621,1.31645,0.380688
76600000,2,19.928,140.58,1.06425,0.393681
76700000,0,7.65805,86.7061,0.0274832,0.387468
76800000,6,42.8052,138.444,3.65323,0.392815
76900000,3,28.6205,131.161,2.97396,0.388213
77000000,3,20.0671,122.972,1.80097,0.39832
77100000,4,29.1597,144.379,1.77503,0.389691
77200000,3,24.5594,139.976,2.14335,0.387516
