generation,N_shifts,logPrior,logLik,eventRate,acceptRate
23800000,7,31.3951,39.4962,2.56282,0.25425
23900000,4,21.4972,41.805,2.06406,0.254377
24000000,6,29.2312,19.5895,1.44211,0.248728
24100000,9,28.2482,34.2688,9.0495,0.24438
24200000,3,16.1358,33.948,1.70535,0.25346
24300000,3,15.5615,20.0076,2.54867,0.254043
24400000,3,11.5163,20.3862,1.63295,0.253013
24500000,4,19.8832,36.0212,1.73277,0.250181
24600000,6,25.2549,32.8249,2.58173,0.25089
24700000,5,20.2777,30.9679,3.48721,0.249537
24800000,6,29.2881,37.4532,3.96098,0.251876
24900000,6,32.2414,35.2295,0.730902,0.251828
25000000,3,14.6074,43.6769,1.53673,0.25211
25100000,5,18.2887,40.8517,2.51598,0.251925
25200000,5,16.4748,13.5914,6.9591,0.247677
25300000,6,24.8243,29.6059,4.84924,0.250975
25400000,3,13.4695,17.8054,2.38295,0.260755
25500000,5,22.3439,26.1849,5.05449,0.252373
25600000,3,12.5047,33.3389,0.881689,0.254092
25700000,3,12.4479,12.1044,1.68976,0.254156
25800000,9,39.0772,25.9638,5.58026,0.253224
25900000,3,12.7435,1.05066,1.81516,0.262568
26000000,5,19.6738,24.3406,3.45692,0.266615
26100000,9,34.8673,22.4025,3.47799,0.261615
26200000,8,30.877,33.9539,4.36802,0.25428
26300000,7,30.1216,39.7574,4.43842,0.269596
26400000,4,16.2982,28.9075,3.68304,0.26592
26500000,3,17.0575,28.8889,1.07705,0.245885
26600000,6,31.7844,35.8913,2.2485,0.252933
26700000,3,15.834,15.4049,2.00158,0.252235
26800000,5,24.0409,44.4303,1.94973,0.240425
26900000,4,19.9941,27.601,3.77134,0.254338
27000000,6,27.2542,32.4239,2.47688,0.250929
27100000,4,16.3603,44.4101,1.12532,0.243017
27200000,13,54.6192,39.4064,6.99323,0.24264
27300000,7,26.7849,38.5477,2.76499,0.241728
27400000,6,23.4691,35.8071,3.38536,0.251368
27500000,4,20.179,32.4694,4.02785,0.249708
27600000,5,23.3818,34.5988,3.87028,0.252719
27700000,8,35.0804,42.5187,4.16428,0.25049
27800000,6,21.0843,18.9755,3.0339,0.256243
27900000,5,23.1002,21.5456,5.70196,0.247296
28000000,3,18.131,22.8699,0.798735,0.259068
28100000,4,13.7446,37.5994,4.22308,0.2448
28200000,4,20.2975,31.4705,2.58389,0.24524
28300000,6,23.3,20.3802,6.96749,0.24538
28400000,3,15.3047,23.1168,2.52407,0.246645
28500000,3,14.893,34.2792,1.84559,0.261586
28600000,6,25.7966,21.1487,5.37881,0.251885
28700000,5,20.2545,20.2584,3.31645,0.252748
28800000,4,18.7653,32.2264,0.73694,0.268491
28900000,3,15.8538,17.9726,1.59996,0.252785
29000000,6,25.8592,29.0546,4.33626,0.252858
29100000,7,21.0277,19.7868,5.78995,0.246056
29200000,4,21.5908,45.4275,1.4394,0.250997
29300000,5,19.6377,45.4455,5.72756,0.250339
29400000,6,29.4001,24.5426,1.45974,0.249093
29500000,8,31.9307,31.8559,7.00466,0.255115
29600000,3,11.1748,-3.22042,2.53359,0.263906
29700000,6,24.1149,22.6996,3.38951,0.254353
29800000,2,13.3008,7.93723,2.76805,0.274472
29900000,5,24.8885,40.456,1.77612,0.26151
30000000,6,25.6514,23.6964,4.63103,0.249839
30100000,2,12.4314,13.9788,2.82499,0.27684
30200000,5,21.6233,17.1633,4.85793,0.270318
30300000,9,41.8951,29.8387,3.85958,0.274579
